t_wall,target,rtt_ms
1787860607.188,dns,15
1787860607.215,riot,13
1787860608.175,gateway,1
1787860608.187,dns,16
1787860608.215,riot,13
1787860609.175,gateway,1
1787860609.190,dns,13
1787860609.218,riot,13
1787860610.176,gateway,1
1787860610.189,dns,13
1787860610.215,riot,12
1787860611.177,gateway,1
1787860611.190,dns,17
1787860611.220,riot,13
1787860612.177,gateway,1
1787860612.190,dns,15
1787860612.216,riot,12
1787860613.178,gateway,1
1787860613.191,dns,14
1787860613.218,riot,11
1787860614.179,gateway,1
1787860614.191,dns,17
1787860614.222,riot,12
1787860615.179,gateway,2
1787860615.193,dns,14
1787860615.221,riot,13
1787860616.180,gateway,1
1787860616.193,dns,14
1787860616.219,riot,13
1787860617.181,gateway,1
1787860617.194,dns,14
1787860617.220,riot,13
1787860618.182,gateway,1
1787860618.194,dns,15
1787860618.221,riot,13
1787860619.183,gateway,1
1787860619.196,dns,14
1787860619.223,riot,12
1787860620.184,gateway,2
1787860620.199,dns,14
1787860620.226,riot,12
1787860621.185,gateway,1
1787860621.198,dns,14
1787860621.226,riot,12
1787860622.186,gateway,1
1787860622.199,dns,14
1787860622.226,riot,13
1787860623.186,gateway,1
1787860623.200,dns,14
1787860623.226,riot,12
1787860624.187,gateway,1
1787860624.201,dns,14
1787860624.229,riot,12
1787860625.188,gateway,1
1787860625.204,dns,14
1787860625.231,riot,11
1787860626.189,gateway,1
1787860626.203,dns,13
1787860626.228,riot,10
1787860627.191,gateway,1
1787860627.204,dns,13
1787860627.230,riot,13
1787860628.192,gateway,1
1787860628.206,dns,14
1787860628.233,riot,13
1787860629.193,gateway,1
1787860629.206,dns,14
1787860629.233,riot,12
1787860630.194,gateway,1
1787860630.207,dns,15
1787860630.235,riot,11
1787860631.195,gateway,1
1787860631.207,dns,14
1787860631.235,riot,12
1787860632.195,gateway,7
1787860632.216,dns,17
1787860632.247,riot,14
1787860633.196,gateway,1
1787860633.209,dns,13
1787860633.233,riot,13
1787860634.197,gateway,1
1787860634.211,dns,17
1787860634.241,riot,11
1787860635.197,gateway,3
1787860635.215,dns,13
1787860635.241,riot,13
1787860636.198,gateway,1
1787860636.212,dns,14
1787860636.240,riot,14
1787860637.199,gateway,1
1787860637.211,dns,13
1787860637.234,riot,13
1787860638.200,gateway,1
1787860638.217,dns,13
1787860638.243,riot,13
1787860639.201,gateway,1
1787860639.212,dns,15
1787860639.238,riot,13
1787860640.201,gateway,1
1787860640.215,dns,14
1787860640.241,riot,11
1787860641.203,gateway,1
1787860641.213,dns,14
1787860641.241,riot,11
1787860642.204,gateway,1
1787860642.215,dns,14
1787860642.241,riot,13
1787860643.205,gateway,1
1787860643.216,dns,13
1787860643.243,riot,14
1787860644.205,gateway,1
1787860644.217,dns,15
1787860644.243,riot,14
1787860645.206,gateway,1
1787860645.217,dns,16
1787860645.244,riot,13
1787860646.207,gateway,1
1787860646.218,dns,15
1787860646.244,riot,12
1787860647.207,gateway,1
1787860647.219,dns,14
1787860647.244,riot,12
1787860648.208,gateway,1
1787860648.219,dns,15
1787860648.244,riot,12
1787860649.208,gateway,1
1787860649.218,dns,14
1787860649.242,riot,12
1787860650.209,gateway,1
1787860650.218,dns,14
1787860650.242,riot,11
1787860651.209,gateway,1
1787860651.220,dns,15
1787860651.244,riot,13
1787860652.210,gateway,1
1787860652.220,dns,14
1787860652.243,riot,11
1787860653.211,gateway,1
1787860653.221,dns,14
1787860653.244,riot,11
1787860654.212,gateway,1
1787860654.223,dns,13
1787860654.246,riot,11
1787860655.213,gateway,1
1787860655.224,dns,14
1787860655.246,riot,11
1787860656.214,gateway,1
1787860656.225,dns,15
1787860656.250,riot,9
1787860657.216,gateway,1
1787860657.227,dns,16
1787860657.253,riot,13
1787860658.218,gateway,1
1787860658.228,dns,13
1787860658.250,riot,12
1787860659.218,gateway,1
1787860659.232,dns,15
1787860659.256,riot,13
1787860660.219,gateway,1
1787860660.231,dns,13
1787860660.253,riot,12
1787860661.220,gateway,1
1787860661.230,dns,13
1787860661.254,riot,14
1787860662.221,gateway,1
1787860662.232,dns,17
1787860662.258,riot,13
1787860663.222,gateway,1
1787860663.231,dns,14
1787860663.255,riot,11
1787860664.223,gateway,1
1787860664.233,dns,17
1787860664.259,riot,12
1787860665.224,gateway,1
1787860665.236,dns,15
1787860665.261,riot,13
1787860666.224,gateway,1
1787860666.234,dns,18
1787860666.262,riot,15
1787860667.225,gateway,1
1787860667.236,dns,15
1787860667.261,riot,12
1787860668.226,gateway,1
1787860668.238,dns,14
1787860668.262,riot,12
1787860669.227,gateway,6
1787860669.245,dns,16
1787860669.270,riot,13
1787860670.228,gateway,1
1787860670.238,dns,16
1787860670.263,riot,11
1787860671.229,gateway,1
1787860671.239,dns,15
1787860671.264,riot,12
1787860672.230,gateway,1
1787860672.240,dns,13
1787860672.264,riot,12
1787860673.230,gateway,1
1787860673.241,dns,14
1787860673.266,riot,12
1787860674.232,gateway,1
1787860674.246,dns,14
1787860674.269,riot,13
1787860675.233,gateway,4
1787860675.247,dns,15
1787860675.272,riot,24
1787860676.234,gateway,2
1787860676.246,dns,15
1787860676.272,riot,16
1787860677.235,gateway,1
1787860677.246,dns,14
1787860677.269,riot,12
1787860678.235,gateway,1
1787860678.247,dns,15
1787860678.272,riot,13
1787860679.236,gateway,1
1787860679.246,dns,45
1787860679.301,riot,40
1787860680.236,gateway,2
1787860680.249,dns,13
1787860680.273,riot,11
1787860681.237,gateway,1
1787860681.248,dns,14
1787860681.273,riot,13
1787860682.238,gateway,1
1787860682.249,dns,14
1787860682.274,riot,15
1787860683.239,gateway,1
1787860683.250,dns,14
1787860683.273,riot,12
1787860684.240,gateway,1
1787860684.251,dns,14
1787860684.274,riot,11
1787860685.240,gateway,1
1787860685.272,dns,15
1787860685.297,riot,13
1787860686.241,gateway,1
1787860686.251,dns,19
1787860686.279,riot,12
1787860687.242,gateway,1
1787860687.251,dns,15
1787860687.280,riot,17
1787860688.243,gateway,1
1787860688.252,dns,15
1787860688.278,riot,18
