t_ns,kind,dx,dy
162421204861900,m,-20,5
162421212951500,m,-21,5
162421220887700,m,-23,5
162421228864900,m,-24,5
162421236877600,m,-26,6
162421244874800,m,-28,7
162421252974900,m,-31,6
162421260861600,m,-32,8
162421268867700,m,-36,7
162421276885800,m,-39,7
162421284873500,m,-43,8
162421292861900,m,-47,7
162421300887200,m,-50,6
162421301861800,m,-7,1
162421302852900,m,-7,0
162421312879900,m,-72,7
162421319870600,m,-56,5
162421328877100,m,-79,6
162421332869300,m,-27,1
162421333077000,m,-9,0
162421333821700,m,-10,1
162421348868700,m,-145,6
162421353871100,m,-42,1
162421353971700,m,-10,1
162421354822600,m,-11,0
162421365827200,m,-118,2
162421372907200,m,-80,2
162421375893200,m,-23,1
162421376046200,m,-12,0
162421376833100,m,-12,0
162421391999700,m,-186,3
162421395928700,m,-39,0
162421396056200,m,-13,0
162421396840100,m,-13,0
162421404873300,m,-105,1
162421412906700,m,-107,2
162421415997900,m,-27,1
162421420130700,m,-13,0
162421420177000,m,-14,0
162421427937300,m,-146,0
162421436914800,m,-104,0
162421437052500,m,-13,1
162421437839500,m,-13,0
162421450870700,m,-159,-1
162421458876000,m,-94,1
162421460813100,m,-11,0
162421460923100,m,-11,0
162421461804200,m,-12,0
162421470860400,m,-99,-2
162421478917500,m,-84,0
162421486879100,m,-83,0
162421494873900,m,-77,0
162421502873500,m,-74,0
162421510873200,m,-71,0
162421518852900,m,-67,1
162421526912300,m,-62,0
162421534886400,m,-58,1
162421543864400,m,-60,2
162421550871100,m,-43,1
162421558854100,m,-46,2
162421566895200,m,-41,2
162421574882700,m,-38,2
162421582861000,m,-34,2
162421591836400,m,-35,3
162421595178900,Au,0,0
162421598801800,m,-24,2
162421600919300,m,-3,0
162421601030700,m,-3,1
162421601801200,m,-3,0
162421614858100,m,-31,3
162421622879900,m,-14,1
162421631051500,m,-8,1
162421646976300,m,-3,1
162421693973300,m,0,1
162421701938700,m,0,1
162421714933700,m,1,2
162421719934300,m,1,0
162421730953000,m,3,1
162421739940000,m,2,0
162421747917400,m,4,0
162421754941600,m,5,0
162421761926500,m,6,-1
162421770877600,m,9,0
162421778932000,m,10,0
162421786898100,m,10,0
162421794895200,m,12,1
162421802860100,m,14,1
162421810863700,m,15,1
162421818847500,m,14,1
162421826855800,m,17,0
162421834865900,m,18,1
162421839183300,d,0,0
162421842849400,m,16,0
162421850876200,m,16,0
162421858868000,m,14,-1
162421866850500,m,13,0
162421874892700,m,13,-1
162421882858300,m,11,-2
162421890853100,m,9,0
162421898854400,m,8,-1
162421907864300,m,8,-1
162421914861100,m,7,-1
162421923872900,m,6,-1
162421930859400,m,7,-1
162421937920400,m,5,0
162421942149400,Du,0,0
162421947921200,m,4,-1
162421956916100,m,3,-1
162421976945100,m,3,0
162421990967700,m,1,0
162422008926900,m,1,0
162422023992000,m,2,0
162422032948600,m,1,0
162422044974000,m,2,0
162422048022400,m,1,0
162422061834000,m,6,-1
162422070907600,m,5,-1
162422071842700,m,2,0
162422073954500,m,1,0
162422091937300,m,8,-1
162422096874100,m,3,0
162422105992700,m,3,-1
162422113926000,m,1,0
162422122929300,m,1,0
162422133882400,m,1,0
162422152964300,m,1,0
162422169995800,m,0,1
162422181910200,m,2,1
162422204940900,m,1,0
162422215211200,a,0,0
162422226943500,m,1,2
162422299940300,m,0,1
162422315962700,m,0,1
162422326944700,m,0,1
162422342935000,m,-1,3
162422344874200,m,-1,0
162422356217100,Au,0,0
162422362879900,m,-2,2
162422367879000,m,-1,1
162422375019000,m,-1,1
162422391958400,m,-3,1
162422398893700,m,-1,1
162422408970900,m,-2,1
162422421946300,m,-1,1
162422422801900,m,-1,0
162422491080500,m,0,1
162422575947700,m,1,0
162422586024700,m,2,0
162422595980600,m,4,-1
162422601890800,m,4,-1
162422608951100,m,7,-1
162422617873000,m,12,-2
162422625938600,m,13,-1
162422633935000,m,17,-2
162422638151400,d,0,0
162422641831300,m,19,-1
162422649873000,m,20,0
162422657858300,m,26,0
162422665852800,m,31,0
162422672989600,m,31,0
162422681899900,m,48,2
162422689892900,m,51,2
162422697862900,m,61,2
162422705956000,m,71,2
162422707873700,m,9,1
162422708030700,m,10,0
162422708835500,m,10,0
162422718873400,m,106,3
162422725874900,m,85,4
162422732913800,m,80,3
162422733189400,R,0,0
162422733189400,m,14,1
162422733862000,m,14,0
162422740939100,m,87,3
162422741136200,m,15,1
162422741794100,m,15,0
162422754868300,m,207,8
162422761994700,m,102,3
162422762077000,m,17,1
162422762822600,m,18,0
162422775917200,m,234,8
162422781886800,m,93,3
162422781991500,m,19,0
162422782956100,m,19,0
162422796945100,m,245,8
162422797145100,m,19,1
162422797828000,m,18,0
162422810914400,m,223,6
162422811026200,m,18,0
162422811820200,m,18,0
162422821913300,m,177,4
162422829008300,m,102,2
162422829168600,m,17,0
162422829833500,m,17,0
162422844880700,m,239,3
162422852884300,m,120,2
162422860851700,m,114,1
162422868880000,m,108,2
162422876866800,m,103,1
162422884865300,m,99,1
162422892849800,m,91,0
162422900863900,m,85,0
162422907880400,m,70,0
162422915945100,m,65,0
162422916187500,m,9,0
162422916863300,m,9,0
162422932860800,m,122,3
162422938172200,Du,0,0
162422940798200,m,51,2
162422947873900,m,40,2
162422955903900,m,39,2
162422963993800,m,34,3
162422972836100,m,33,3
162422980858200,m,23,3
162422988854300,m,20,2
162422996967500,m,15,3
162423003897400,m,11,1
162423012886200,m,9,2
162423019900800,m,6,1
162423030923900,m,7,0
162423037002800,m,3,1
162423045908100,m,3,0
162423052920900,m,4,0
162423061881300,m,3,1
162423067858000,m,2,0
162423075977100,m,3,0
162423084892500,m,2,0
162423099986700,m,1,0
162423113991400,m,1,0
162423474932100,m,1,0
162423488016600,m,1,0
162423499883500,m,4,-1
162423505961200,m,2,0
162423518901800,m,6,-1
162423524905100,m,4,-1
162423531891800,m,2,0
162423548877100,m,11,-1
162423555890100,m,5,0
162423563886200,m,9,-1
162423571865300,m,7,0
162423579903600,m,8,0
162423590928300,m,9,0
162423595870600,m,7,1
162423603897400,m,12,0
162423611834800,m,11,1
162423619854400,m,12,1
162423627862500,m,10,1
162423635894200,m,13,2
162423643835600,m,12,1
162423651879700,m,12,1
162423659856900,m,10,2
162423667858100,m,9,1
162423675868500,m,8,2
162423686907900,m,9,1
162423692901300,m,3,1
162423699888300,m,4,1
162423712940400,m,7,3
162423715833200,m,3,1
162423724911400,m,3,2
162423734934200,m,5,3
162423740966300,m,2,1
162423753927600,m,2,1
162423763968500,m,1,1
162423773924900,m,1,0
162423790935800,m,0,1
162423873938700,m,1,0
162423892964400,m,0,1
162423910018700,m,1,1
162423919904000,m,0,2
162423926888000,m,1,0
162423941975900,m,0,2
162423944879400,m,1,1
162423962971200,m,1,1
162423980956600,m,1,2
162423993002700,m,1,1
162424006912000,m,2,2
162424013946600,m,0,1
162424030908000,m,3,4
162424035849800,m,1,3
162424044916800,m,1,2
162424053894600,m,2,4
162424059853100,m,1,3
162424067899500,m,1,2
162424081001300,m,3,5
162424085916700,m,1,2
162424093890000,m,2,4
162424101888400,m,3,3
162424106883100,m,1,2
162424116874900,m,5,5
162424123836900,m,3,2
162424131860200,m,4,3
162424142887000,m,6,4
162424149878900,m,6,2
162424155859700,m,5,2
162424163869000,m,9,4
162424171858000,m,10,3
162424179872200,m,10,4
162424187855200,m,12,3
162424195867400,m,12,3
162424203849200,m,13,4
162424211852000,m,14,3
162424219858300,m,15,3
162424227868700,m,15,3
162424235888600,m,15,3
162424243843900,m,16,3
162424251855700,m,16,3
162424259858000,m,16,3
162424267849900,m,16,2
162424275866900,m,13,2
162424283850000,m,12,2
162424291898800,m,7,2
162424300872800,m,7,1
162424308948900,m,4,1
162424317912000,m,3,1
162424327954900,m,2,1
162424332945400,m,1,0
162424355944200,m,3,2
162424356796600,m,1,0
162424411954500,m,1,0
162424418893200,m,1,0
162424425937800,m,1,0
162424450912800,m,4,0
162424460966300,m,1,0
162424538922100,m,-1,-1
162424549050000,m,-1,0
162424562888900,m,-5,-2
162424571953900,m,-3,0
162424581019000,m,-4,-1
162424589941800,m,-5,-1
162424594841800,m,-5,-1
162424602167100,Wu,0,0
162424602796500,m,-7,-1
162424610855900,m,-9,-1
162424618883800,m,-9,-1
162424626855500,m,-14,0
162424634877900,m,-18,0
162424642826300,m,-23,0
162424650871400,m,-29,0
162424658861500,m,-37,2
162424666927800,m,-47,3
162424674870000,m,-59,5
162424682858500,m,-75,7
162424690880600,m,-93,8
162424698945800,m,-117,11
162424706921900,m,-144,12
162424714908800,m,-173,14
162424722830500,m,-205,13
162424730875400,m,-238,10
162424738899400,m,-272,7
162424746863200,m,-304,4
162424754818100,m,-331,-1
162424762895600,m,-357,-6
162424770835900,m,-378,-11
162424778911700,m,-395,-15
162424786888300,m,-408,-20
162424794868600,m,-419,-25
162424802828500,m,-425,-31
162424810916500,m,-427,-36
162424818836900,m,-423,-40
162424826853500,m,-414,-44
162424834896600,m,-397,-45
162424842907500,m,-373,-44
162424850877500,m,-343,-42
162424858872200,m,-310,-38
162424866889300,m,-276,-34
162424874883900,m,-240,-28
162424882875000,m,-202,-21
162424890877000,m,-161,-14
162424898906300,m,-114,-6
162424906937500,m,-68,-2
162424924950600,m,-23,6
162425284972600,m,-1,1
162425299859700,m,-28,19
162425307857000,m,-27,12
162425317890700,m,-18,9
162425323954300,m,-18,13
162425331873000,m,-28,19
162425339872600,m,-31,22
162425347864000,m,-33,19
162425354906700,m,-30,16
162425363934700,m,-36,17
162425371873400,m,-38,15
162425379868000,m,-40,12
162425387904200,m,-43,10
162425395837900,m,-44,8
162425403916600,m,-44,6
162425411907000,m,-44,5
162425419870300,m,-43,3
162425427867200,m,-40,3
162425435871300,m,-38,2
162425443823600,m,-34,2
162425451845800,m,-29,2
162425459957300,m,-24,2
162425467874400,m,-19,2
162425475859400,m,-15,2
162425483845000,m,-13,1
162425491875400,m,-13,1
162425499845000,m,-14,0
162425507870000,m,-12,0
162425515853100,m,-12,0
162425523885300,m,-10,0
162425531866800,m,-7,0
162425551950700,m,-3,0
162425845039100,m,1,0
162425855917600,m,4,0
162425863896200,m,7,0
162425871860700,m,11,0
162425879864100,m,19,0
162425887885800,m,29,1
162425895912700,m,40,2
162425903871600,m,57,4
162425911870100,m,81,5
162425919901600,m,106,4
162425927874700,m,138,5
162425935911700,m,170,4
162425943869600,m,206,3
162425951866600,m,239,1
162425959857600,m,270,1
162425967840700,m,297,-2
162425975903800,m,319,-4
162425983935600,m,341,-7
162425990923200,m,315,-8
162425999867700,m,420,-12
162426007897100,m,383,-13
162426015873500,m,390,-16
162426023858900,m,396,-15
162426031888400,m,395,-15
162426039940700,m,391,-15
162426047861400,m,384,-13
162426055872800,m,370,-12
162426063871700,m,348,-10
162426071844800,m,323,-7
162426079866400,m,296,-6
162426087884400,m,265,-4
162426094911000,m,205,-2
162426103850000,m,220,2
162426111866800,m,150,7
162426119850100,m,108,14
162426127883700,m,68,18
162426135831400,m,27,19
162426148959800,m,2,12
162426563927400,m,4,0
162426574324700,m,24,1
162426580865000,m,25,2
162426589676500,m,31,4
162426596881200,m,31,3
162426604855400,m,29,4
162426612871200,m,28,2
162426620854700,m,27,1
162426627883900,m,22,1
162426637002000,m,28,2
162426644878300,m,21,1
162426652882800,m,19,0
162426660876000,m,18,1
162426668855400,m,15,0
162426676896000,m,13,0
162426684998900,m,13,0
162426692018800,m,10,-1
162426700840900,m,11,-1
162426708847100,m,10,-1
162426717877400,m,7,0
162426724895600,m,6,-1
162426735920200,m,7,-1
162426740851900,m,3,0
162426751954800,m,3,0
162426756839500,m,1,0
162426767170800,m,1,0
162426786945900,m,1,0
162426797980700,m,0,-1
162426824897400,m,1,0
162426853470000,m,2,0
162426863941400,m,1,0
162426874916100,m,2,0
162426887964400,m,2,1
162426895893300,m,3,0
162426900842200,m,4,0
162426907920400,m,4,0
162426917888900,m,10,0
162426923873900,m,10,0
162426931822400,m,12,1
162426939850100,m,15,0
162426947859200,m,20,1
162426955861500,m,25,0
162426963819700,m,28,1
162426971861600,m,31,1
162426979847100,m,31,-1
162426993876000,m,20,-1
162427398007100,m,0,-1
162427408920200,m,0,-4
162427424939500,m,0,-4
162427459095200,m,-1,0
162427467936500,m,-1,0
162427481930200,m,-4,0
162427488849800,m,-2,0
162427502024500,m,-1,-1
162427606924500,m,0,-1
162428022948200,m,1,0
162428039914700,m,5,-1
162428045878000,m,4,-1
162428053855800,m,8,-1
162428061906100,m,10,-1
162428069854500,m,13,-1
162428077800200,m,17,-1
162428086085100,m,20,-1
162428093871500,m,24,-1
162428101818500,m,28,0
162428110437600,m,32,0
162428117290900,m,31,0
162428125834200,m,44,0
162428133847100,m,44,1
162428140888700,m,42,1
162428149834500,m,55,0
162428157903000,m,50,0
162428165877800,m,49,0
162428173854200,m,48,0
162428181993800,m,45,0
162428189879400,m,41,0
162428197862000,m,37,0
162428205854400,m,33,0
162428213795800,m,29,1
162428221842700,m,25,1
162428229862500,m,20,1
162428237847200,m,16,1
162428245837100,m,11,2
162428253880300,m,8,1
162428261914800,m,6,1
162428269859000,m,5,1
162428279918000,m,4,1
162428285862000,m,6,1
162428293863300,m,6,1
162428301877000,m,6,1
162428309897900,m,10,1
162428316920100,m,9,1
162428325857600,m,13,1
162428333860100,m,13,1
162428341869600,m,14,0
162428350235800,m,14,1
162428357844700,m,14,1
162428365852700,m,13,0
162428373886400,m,11,1
162428381819500,m,9,0
162428391977000,m,6,0
162428397943600,m,2,0
162428407970800,m,1,0
162428427921000,m,-1,0
162428440922300,m,-4,-1
162428449901000,m,-7,-2
162428458019900,m,-8,-1
162428464906800,m,-12,-1
162428472869300,m,-17,-3
162428480842400,m,-26,-3
162428488883500,m,-35,-4
162428496874600,m,-48,-5
162428504860400,m,-63,-5
162428512844700,m,-83,-5
162428520891000,m,-106,-4
162428528985900,m,-136,-4
162428536881200,m,-167,-3
162428544888700,m,-200,-1
162428552877900,m,-232,-1
162428559999200,m,-230,0
162428569260800,m,-329,1
162428576886000,m,-319,0
162428584967500,m,-342,-1
162428592868300,m,-363,-2
162428600874400,m,-334,-4
162428608884500,m,-399,-5
162428616873400,m,-416,-7
162428625087000,m,-427,-10
162428625215600,a,0,0
162428632872300,m,-437,-12
162428635095600,w,0,0
162428640836900,m,-437,-13
162428648872500,m,-439,-12
162428656857800,m,-430,-12
162428664873900,m,-418,-9
162428672909200,m,-401,-5
162428680852800,m,-380,-1
162428688877200,m,-361,4
162428696907000,m,-333,8
162428704931300,m,-309,8
162428712947300,m,-284,11
162428720875000,m,-258,12
162428728877700,m,-231,13
162428736951900,m,-204,12
162428744880400,m,-172,11
162428752859100,m,-135,11
162428760877900,m,-93,10
162428768905700,m,-48,12
162428776198400,Au,0,0
162428778894600,m,-1,1
162429088944800,m,-2,0
162429100862400,m,-36,6
162429108858200,m,-42,5
162429115936500,m,-44,4
162429123896700,m,-55,4
162429132859100,m,-69,3
162429140849500,m,-68,2
162429148888400,m,-71,1
162429156845600,m,-72,0
162429163938300,m,-61,1
162429172853000,m,-71,2
162429180843500,m,-53,2
162429188856400,m,-54,2
162429196847000,m,-55,3
162429204850200,m,-53,3
162429212850300,m,-50,3
162429220850800,m,-47,2
162429228862600,m,-41,2
162429236858600,m,-36,2
162429244854200,m,-30,1
162429252863700,m,-30,3
162429260852100,m,-28,3
162429268864100,m,-24,4
162429276885800,m,-21,5
162429284903100,m,-16,4
162429292875400,m,-10,4
162429300873100,m,-7,3
162429308958900,m,-4,3
162429317828100,m,-4,3
162429327923000,m,-3,3
162429332882200,m,-2,3
162429345945300,m,-3,3
162429348817500,m,-1,2
162429365967400,m,-3,3
162429366849400,m,0,1
162429374010700,m,-1,0
162429383000500,m,0,1
162429441438700,m,-1,1
162429459914200,m,-1,1
162429473927200,m,-5,2
162429481924700,m,-5,1
162429489852900,m,-6,2
162429497895100,m,-5,1
162429504967400,m,-8,2
162429513857800,m,-12,3
162429521786500,m,-14,3
162429529846100,m,-14,3
162429537871500,m,-16,4
162429545896800,m,-17,4
162429553810500,m,-20,5
162429561876700,m,-21,6
162429569927300,m,-23,6
162429577869300,m,-26,6
162429585831000,m,-27,6
162429592925100,m,-25,5
162429601843000,m,-32,7
162429609849500,m,-27,6
162429617853600,m,-25,6
162429625842500,m,-21,6
162429633863900,m,-24,7
162429641841300,m,-25,7
162429649920000,m,-26,8
162429657863900,m,-25,8
162429665904200,m,-22,9
162429673857100,m,-17,8
162429681863800,m,-10,7
162429691953900,m,-5,6
162429699941800,m,0,1
162429713911800,m,6,1
162430031940000,m,-1,0
162430042902900,m,-7,-3
162430050961000,m,-4,-2
162430100938800,m,-3,-2
162430101011100,m,1,0
162430101810300,m,0,1
162430111941500,m,0,1
162430126965900,m,1,2
162430134901100,m,0,3
162430143907300,m,0,3
162430153946600,m,1,5
162430159957200,m,0,3
162430166874700,m,1,4
162430177954200,m,0,5
162430182881900,m,1,4
162430191938900,m,1,4
162430198908100,m,1,5
162430206846800,m,3,6
162430214868000,m,2,6
162430222855500,m,5,11
162430230879300,m,7,10
162430238854200,m,7,10
162430246825900,m,10,12
162430253915500,m,10,11
162430262863600,m,13,14
162430270146400,d,0,0
162430270793200,m,13,12
162430278870200,m,14,12
162430286850500,m,14,10
162430294879400,m,14,11
162430302850900,m,15,9
162430309965300,m,12,8
162430318872800,m,16,9
162430325946700,m,14,7
162430334979100,m,18,9
162430342870400,m,17,6
162430350854900,m,15,6
162430358894600,m,15,6
162430366875800,m,13,4
162430374866400,m,10,4
162430382880500,m,8,3
162430391363900,m,8,4
162430399846800,m,6,3
162430405911200,m,2,1
162430415886400,m,7,4
162430420166800,Du,0,0
162430422870800,m,4,2
162430430920200,m,4,2
162430438860600,m,6,3
162430446859500,m,4,3
162430454893700,m,5,2
162430462872500,m,4,3
162430470886000,m,5,3
162430478867900,m,4,3
162430486839300,m,4,3
162430495952800,m,5,5
162430502869900,m,3,3
162430510890500,m,3,4
162430520029700,m,4,5
162430526852200,m,3,6
162430535903200,m,3,7
162430542862700,m,2,7
162430550849000,m,1,9
162430558860600,m,1,9
162430566940900,m,1,11
162430574858400,m,0,12
162430582864400,m,-1,12
162430590845800,m,-2,12
162430598863300,m,-2,12
162430606860700,m,-5,13
162430614868300,m,-5,12
162430622849100,m,-5,12
162430630853100,m,-5,11
162430638904400,m,-6,11
162430646861000,m,-6,11
162430654961800,m,-7,10
162430662861600,m,-8,10
162430670848400,m,-8,10
162430678911700,m,-11,11
162430686856900,m,-11,10
162430694880400,m,-13,10
162430702865100,m,-13,9
162430710866700,m,-16,10
162430718863800,m,-18,10
162430726870100,m,-18,9
162430734876900,m,-20,9
162430742843700,m,-21,8
162430750849200,m,-21,9
162430758859600,m,-22,7
162430766837500,m,-23,7
162430774867600,m,-23,7
162430782916800,m,-23,6
162430790934100,m,-22,5
162430798859400,m,-21,5
162430806859700,m,-21,4
162430814873700,m,-20,5
162430822847200,m,-19,4
162430830906300,m,-17,3
162430838839100,m,-15,4
162430846852100,m,-12,4
162430854867400,m,-9,4
162430862884700,m,-6,5
162430870908600,m,-2,4
162430875908600,m,-1,2
162430875988300,m,0,1
162430876882100,m,0,1
162430890912700,m,4,7
162430891807500,m,1,1
162430900875300,m,6,4
162430902863500,m,1,0
162430903854200,m,1,1
162430909171300,d,0,0
162430912877200,m,8,2
162430912999500,m,1,0
162430913851400,m,1,0
162430923883200,m,13,1
162430923981900,m,2,0
162430924815700,m,1,0
162430933865900,m,19,0
162430938927500,m,10,0
162430939077500,m,2,0
162430939817100,m,3,0
162430947228400,Wu,0,0
162430952826200,m,40,0
162430960862600,m,31,1
162430968848900,m,35,2
162430976899500,m,37,2
162430984862100,m,36,2
162430992954400,m,37,2
162431000862400,m,38,2
162431008911900,m,39,3
162431016930600,m,42,2
162431024932800,m,41,3
162431032870800,m,42,3
162431040894300,m,40,3
162431048877300,m,38,3
162431056854000,m,35,3
162431064923000,m,32,3
162431069119200,a,0,0
162431072831100,m,30,3
162431078168900,Du,0,0
162431080793000,m,25,3
162431088842100,m,23,3
162431096834500,m,19,3
162431104836700,m,18,3
162431112854700,m,15,2
162431120879900,m,13,3
162431129943400,m,10,2
162431136873500,m,6,2
162431148944200,m,5,1
162431180964500,m,1,1
162431181050100,m,-1,1
162431181900900,m,-1,0
162431195911400,m,-11,3
162431203879800,m,-11,0
162431211875500,m,-13,1
162431219859900,m,-15,0
162431229874100,m,-22,0
162431236860300,m,-17,-1
162431244871100,m,-22,-2
162431251846100,m,-19,-3
162431259845000,m,-22,-3
162431268859300,m,-24,-5
162431276862600,m,-22,-6
162431283820700,m,-18,-5
162431291889100,m,-19,-6
162431299870900,m,-17,-7
162431307936400,m,-13,-7
162431316910100,m,-14,-8
162431323168200,w,0,0
162431323911400,m,-9,-6
162431332131100,m,-9,-8
162431332286600,Au,0,0
162431340007300,m,-9,-9
162431348855200,m,-9,-10
162431355849700,m,-5,-7
162431363822600,m,-5,-9
162431374901600,m,-5,-10
162431380954800,m,-3,-8
162431387852800,m,-3,-8
162431396850000,m,-2,-9
162431405868700,m,-2,-8
162431413886100,m,-2,-8
162431419851800,m,-2,-7
162431428908600,m,-2,-7
162431438910600,m,-4,-10
162431443880300,m,-2,-3
162431452893800,m,-3,-6
162431459868700,m,-3,-6
162431468911300,m,-3,-4
162431477899300,m,-3,-5
162431484850300,m,-3,-4
162431494912200,m,-3,-5
162431499835300,m,-2,-4
162431510893800,m,-3,-5
162431515912100,m,-1,-1
162431529869000,m,-2,-7
162431537896100,m,-2,-3
162431545020300,m,-1,-2
162431557920100,m,-2,-6
162431567058100,m,-2,-3
162431572880500,m,-1,-3
162431583895200,m,-1,-3
162431593945900,m,-1,-3
162431597897800,m,0,-1
162431613929900,m,-2,-5
162431625947200,m,0,-2
162431629058100,m,0,-1
162431646900900,m,0,-4
162431654892100,m,0,-2
162431664945500,m,0,-3
162431670933100,m,1,-2
162431677946700,m,1,-3
162431683902100,m,1,-1
162431699896100,m,2,-6
162431706960300,m,0,-2
162431716959100,m,0,-3
162431723906500,m,1,-3
162431730928100,m,0,-2
162431742036000,m,0,-2
162431752937400,m,0,-2
162431762924500,m,0,-2
162431774944700,m,0,-1
162431943887100,m,-1,0
162431966019300,m,-3,-1
162431969878800,m,-2,-1
162431977892600,m,-1,0
162431993902900,m,-6,-1
162432005894600,m,-3,-1
162432013894800,m,-3,-1
162432018865800,m,-2,0
162432025874200,m,-4,0
162432033849700,m,-2,-1
162432040876200,m,-2,0
162432051886200,m,-3,0
162432058901800,m,-2,0
162432066032600,m,-2,-1
162432076866500,m,-3,0
162432084980000,m,-3,-1
162432089855300,m,-2,-1
162432097874000,m,-4,-1
162432109006300,m,-4,-1
162432116924400,m,-5,-1
162432121868400,m,-4,-2
162432130490000,m,-5,-1
162432137102000,m,-7,-2
162432145889000,m,-8,-2
162432153863600,m,-8,-1
162432162855200,m,-8,-2
162432169032400,m,-8,-1
162432177959700,m,-11,-1
162432184963000,m,-8,-1
162432193864400,m,-11,-1
162432201841400,m,-11,-1
162432208837800,m,-11,0
162432217869200,m,-15,-2
162432225852500,m,-14,-1
162432233894900,m,-15,-1
162432241817100,m,-16,-2
162432249864300,m,-16,-2
162432256956000,m,-15,-1
162432265817400,m,-19,-3
162432273830200,m,-17,-2
162432281828000,m,-18,-2
162432289839200,m,-18,-2
162432297959400,m,-18,-3
162432306115300,m,-18,-2
162432313859000,m,-18,-3
162432321844000,m,-17,-2
162432329839400,m,-17,-2
162432337829500,m,-16,-3
162432345831600,m,-17,-2
162432353801200,m,-17,-2
162432362387700,m,-18,-2
162432369834200,m,-18,-2
162432377862900,m,-20,-2
162432385893500,m,-21,-3
162432394410300,m,-23,-2
162432401844500,m,-24,-2
162432408941500,m,-22,-2
162432417848600,m,-30,-4
162432425850000,m,-28,-3
162432433832300,m,-30,-3
162432441833100,m,-32,-4
162432449854400,m,-34,-3
162432457828200,m,-35,-4
162432465831700,m,-39,-5
162432473283200,m,-36,-4
162432481847100,m,-52,-6
162432489185800,d,0,0
162432489824100,m,-52,-6
162432497861700,m,-57,-7
162432505823900,m,-64,-7
162432513853100,m,-73,-8
162432521853600,m,-82,-9
162432528925900,m,-81,-8
162432537849700,m,-118,-10
162432545855200,m,-121,-10
162432552922100,m,-118,-9
162432556894600,m,-54,-5
162432557009600,m,-18,-1
162432557828300,m,-19,-2
162432566931500,m,-181,-18
162432574882000,m,-156,-14
162432575012900,m,-24,-2
162432575806300,m,-24,-2
162432588874600,m,-302,-30
162432588992200,m,-26,-3
162432589809400,m,-27,-3
162432599884300,m,-249,-27
162432599963700,m,-29,-3
162432600809000,m,-28,-3
162432609890400,m,-234,-28
162432610046700,m,-30,-4
162432610851500,m,-30,-4
162432618910300,m,-212,-28
162432619087600,m,-30,-4
162432620053000,m,-31,-5
162432629898200,m,-278,-38
162432630048800,m,-31,-4
162432630821300,m,-31,-5
162432638859200,m,-240,-34
162432646851400,m,-225,-33
162432654855800,m,-201,-29
162432662848700,m,-172,-27
162432670826800,m,-140,-23
162432678851400,m,-104,-21
162432686836800,m,-72,-18
162432694855600,m,-40,-15
162432703027600,m,-10,-9
162432710825800,m,13,-4
162432718847800,m,29,-1
162432726991100,m,39,-1
162432747900400,m,56,2
162432980938100,m,-1,0
162432995915800,m,-10,-2
162433002921800,m,-5,-2
162433012929700,m,-4,-1
162433018912500,m,-3,-1
162433026873000,m,-9,-3
162433034865200,m,-9,-3
162433041985200,m,-8,-2
162433050912200,m,-13,-5
162433058863700,m,-14,-4
162433066883100,m,-14,-5
162433074866800,m,-16,-5
162433082935200,m,-16,-5
162433090817100,m,-15,-5
162433098852000,m,-15,-5
162433105888700,m,-12,-5
162433114852700,m,-14,-6
162433122853300,m,-12,-5
162433130857800,m,-11,-6
162433138914300,m,-11,-6
162433146822600,m,-10,-6
162433154852400,m,-9,-6
162433162854100,m,-9,-7
162433169965900,m,-7,-5
162433178048600,m,-10,-6
162433186929700,m,-7,-4
162433194899000,m,-10,-5
162433202833600,m,-8,-4
162433210888000,m,-10,-3
162433218844000,m,-11,-3
162433226957800,m,-10,-2
162433233878900,m,-7,-2
162433233978600,m,-1,-1
162433234937200,m,-1,0
162433244858800,m,-7,-3
162433248882800,m,-3,0
162433249110200,m,0,-1
162433249809800,m,-1,0
162433264849500,m,-8,-3
162433267897800,m,-1,0
162433280962200,m,-6,-2
162433283821300,m,-2,-1
162433296900400,m,-6,-1
162433299829800,m,-2,-1
162433315934400,m,-10,-2
162433316016000,m,-1,0
162433316866400,m,-2,0
162433327955500,m,-8,-1
162433336864000,m,-6,0
162433343896400,m,-4,0
162433353978000,m,-5,0
162433358894800,m,-2,0
162433368010700,m,-4,0
162433372160000,a,0,0
162433375871100,m,-2,0
162433385999900,m,-3,0
162433393956800,m,-3,0
162433400929200,m,-2,0
162433407915800,m,-2,0
162433418936200,m,-1,0
162433428979100,m,-1,0
162433459976900,m,-1,0
162433469922100,m,0,1
162433474152700,Au,0,0
162433478951100,m,-1,0
162433489938400,m,-1,0
162433497939100,m,-1,0
162433516933600,m,-3,1
162433523953400,m,-2,0
162433532907600,m,-1,0
162433551007600,m,-6,1
162433556913700,m,-4,0
162433564887000,m,-5,0
162433574928200,m,-6,0
162433580847700,m,-7,0
162433588881100,m,-8,-2
162433596927400,m,-10,-2
162433606919900,m,-10,-2
162433612965200,m,-10,-4
162433620856700,m,-9,-3
162433628942200,m,-9,-5
162433636904500,m,-9,-5
162433644852300,m,-8,-7
162433652898600,m,-7,-8
162433660870900,m,-8,-10
162433668901000,m,-8,-13
162433676875200,m,-7,-13
162433684893600,m,-7,-15
162433692867400,m,-6,-15
162433700849200,m,-7,-16
162433708866500,m,-7,-14
162433716943200,m,-8,-13
162433724919500,m,-6,-12
162433733889400,m,-6,-10
